Id,CreationDate,PostId,RelatedPostId,LinkTypeId
2614633,2013-08-28 13:16,68528,8021,1
2614634,2013-08-28 13:16,68528,7977,1
2614839,2013-08-28 15:23,68528,8021,3
2614863,2013-08-28 15:27,68525,4220,1
2615398,2013-08-28 21:58,68588,13314,1
2615422,2013-08-28 22:25,52385,68588,1
2615739,2013-08-29 5:42,68642,16928,1
2616220,2013-08-29 14:32,68634,13630,1
2617201,2013-08-30 7:36,68737,36015,1
2617292,2013-08-30 9:14,68737,20747,1
2617574,2013-08-30 12:26,68759,8513,1
2617765,2013-08-30 15:08,50,68599,1
2617865,2013-08-30 16:58,21760,26230,1
2617866,2013-08-30 16:58,21760,33984,1
2617951,2013-08-30 18:08,68793,40808,1
2617952,2013-08-30 18:08,68793,30129,1
2617953,2013-08-30 18:08,68775,66280,1
2617954,2013-08-30 18:08,68775,5135,1
2617955,2013-08-30 18:08,68775,5135,3
2617957,2013-08-30 18:10,67958,66280,3
2617979,2013-08-30 18:29,68793,414,1
2617980,2013-08-30 18:29,68793,6538,1
2618050,2013-08-30 19:14,68800,3359,1
2618108,2013-08-30 19:57,68599,50,1
2618238,2013-08-30 21:46,68766,1447,1
2618626,2013-08-31 8:28,68834,41227,1
2618630,2013-08-31 8:32,68828,31138,1
2619096,2013-08-31 18:06,68852,67243,1
2619228,2013-08-31 20:43,68852,67243,3
2619399,2013-08-31 23:39,62291,36212,1
2619400,2013-08-31 23:39,62291,51937,1
2619401,2013-08-31 23:39,62291,58923,1
2619742,2013-09-01 9:22,66198,65637,3
2619897,2013-09-01 10:42,66699,66709,1
2619959,2013-09-01 12:05,68879,68812,1
2620181,2013-09-01 15:46,66699,66709,3
2620613,2013-09-01 23:39,68931,41896,1
2620760,2013-09-02 2:42,68931,15978,1
2621319,2013-09-02 13:24,68938,31284,1
2621401,2013-09-02 14:23,68150,30825,1
2621403,2013-09-02 14:34,68972,68834,1
2621451,2013-09-02 15:06,68150,10234,1
2621459,2013-09-02 15:18,68150,10234,3
2621461,2013-09-02 15:19,30825,10234,3
2621694,2013-09-02 17:53,68996,65177,1
2621699,2013-09-02 18:05,68996,30365,1
2621750,2013-09-02 18:25,68996,68603,1
2621930,2013-09-02 21:06,68828,69010,1
2621931,2013-09-02 21:07,69010,17320,1
2622172,2013-09-03 1:20,69001,38188,1
2622173,2013-09-03 1:20,69001,22988,1
2622358,2013-09-03 6:47,60087,52104,1
2622489,2013-09-03 8:43,69019,2691,1
2622490,2013-09-03 8:43,69019,22569,1
2622867,2013-09-03 14:13,62225,21760,1
2623040,2013-09-03 15:34,47279,37993,3
2623377,2013-09-03 19:35,69096,38721,1
2623413,2013-09-03 19:58,69098,3113,1
2623531,2013-09-03 21:13,69098,10574,1
2623532,2013-09-03 21:13,69098,35940,1
2623682,2013-09-03 22:52,69112,2492,1
2623713,2013-09-03 23:15,69120,67639,1
2623785,2013-09-04 0:12,33780,5292,1
2623830,2013-09-04 1:28,69125,6907,1
2623862,2013-09-04 2:02,69099,39261,1
2623933,2013-09-04 3:35,69136,67134,1
2624431,2013-09-04 11:11,69164,69125,1
2625073,2013-09-04 16:37,69185,19874,3
2625077,2013-09-04 16:46,69114,12495,1
2625078,2013-09-04 16:46,69114,22501,1
2625079,2013-09-04 16:46,69114,36152,1
2625151,2013-09-04 17:51,69157,53,3
2625152,2013-09-04 17:53,69188,5747,3
2625201,2013-09-04 18:25,69221,30679,1
2626228,2013-09-05 10:35,69235,63639,1
2626735,2013-09-05 17:27,69307,67613,1
2626967,2013-09-05 20:24,69317,31177,1
2627078,2013-09-05 22:39,64432,61798,1
2627294,2013-09-06 2:11,26016,6067,1
2627625,2013-09-06 8:05,26558,5774,1
2627633,2013-09-06 8:12,26558,35971,1
2627934,2013-09-06 12:50,69349,64476,1
2628015,2013-09-06 13:55,68886,5158,1
2628193,2013-09-06 15:52,69350,67422,1
2628196,2013-09-06 15:55,67422,69350,1
2628315,2013-09-06 17:44,56625,20452,1
2628375,2013-09-06 18:33,69399,32699,1
2628763,2013-09-07 0:48,69352,69418,1
2628770,2013-09-07 0:51,69418,69352,1
2629067,2013-09-07 5:06,69422,2391,1
2629367,2013-09-07 11:27,69371,17581,1
2629720,2013-09-07 18:32,69452,20836,1
2630074,2013-09-08 0:54,69476,51237,1
2630075,2013-09-08 0:54,69476,10343,1
2630079,2013-09-08 1:11,69476,17890,3
2630983,2013-09-08 19:06,69424,49510,1
2631022,2013-09-08 20:04,69353,49510,1
2631215,2013-09-08 22:15,69521,33197,1
2631368,2013-09-09 1:18,69528,58141,1
2631369,2013-09-09 1:19,69528,14928,1
2631893,2013-09-09 11:55,69548,50745,1
2631982,2013-09-09 12:56,69532,24897,1
2632084,2013-09-09 14:05,69561,67903,1
2632168,2013-09-09 15:14,69568,68077,1
2632187,2013-09-09 15:24,69570,52458,1
2632212,2013-09-09 15:48,69515,97,1
2632290,2013-09-09 16:33,69577,69350,1
2632664,2013-09-09 21:33,69515,97,3
2632912,2013-09-10 1:27,69613,49595,1
2633306,2013-09-10 7:57,69635,18112,1
2633334,2013-09-10 8:28,69386,11210,1
2633656,2013-09-10 12:58,33290,25672,1
2633747,2013-09-10 14:06,69646,22718,1
2633748,2013-09-10 14:06,69646,5015,1
2633792,2013-09-10 14:21,68972,68834,3
2633818,2013-09-10 14:33,49408,41247,3
2633837,2013-09-10 14:40,69669,16349,1
2633847,2013-09-10 14:52,69624,10613,3
2633891,2013-09-10 15:29,69658,21742,1
2633945,2013-09-10 16:00,67521,67375,1
2634196,2013-09-10 19:27,69570,3324,1
2634222,2013-09-10 20:10,32169,38856,1
2634223,2013-09-10 20:10,32169,13382,1
2634224,2013-09-10 20:10,32169,15011,1
2634225,2013-09-10 20:10,38856,32169,1
2634277,2013-09-10 21:07,69272,32169,3
2634959,2013-09-11 11:52,69740,49549,1
2635072,2013-09-11 13:26,68077,60100,1
2635595,2013-09-11 19:53,69792,13314,1
2635645,2013-09-11 20:54,69773,69399,1
2635646,2013-09-11 20:54,69773,32699,1
2636117,2013-09-12 5:52,69218,67571,1
2636120,2013-09-12 6:03,69802,2691,1
2636230,2013-09-12 8:42,69820,11109,1
2636335,2013-09-12 9:37,18113,41203,1
2636343,2013-09-12 9:41,69800,43943,1
2636500,2013-09-12 11:32,69841,32669,1
2636657,2013-09-12 13:38,69806,59588,1
2636972,2013-09-12 17:18,69877,1807,1
2637045,2013-09-12 18:39,69872,69785,1
2637057,2013-09-12 18:41,69866,4220,1
2637058,2013-09-12 18:41,69866,4220,3
2637533,2013-09-13 3:27,35319,6575,1
2637687,2013-09-13 6:32,69896,1881,1
2637919,2013-09-13 10:45,69907,69616,1
2637965,2013-09-13 11:18,69902,17581,1
2638050,2013-09-13 12:25,69939,22805,1
2638101,2013-09-13 13:49,69939,22805,3
2638190,2013-09-13 14:24,69948,66334,1
2638298,2013-09-13 15:28,118,3734,1
2638325,2013-09-13 15:41,69948,69605,1
2638488,2013-09-13 18:15,69970,3730,1
2638489,2013-09-13 18:15,69970,2492,1
2638545,2013-09-13 18:39,69973,1576,1
2638605,2013-09-13 19:38,69973,50745,1
2638685,2013-09-13 20:28,69982,69898,1
2639047,2013-09-14 4:16,69809,70006,1
2639366,2013-09-14 12:57,69886,12262,1
2639367,2013-09-14 12:57,69886,18480,1
2639415,2013-09-14 13:52,67468,21282,1
2639524,2013-09-14 15:48,70019,35971,1
2639797,2013-09-14 23:31,59588,58709,1
2639878,2013-09-15 2:08,70045,41896,1
2640113,2013-09-15 8:02,70045,56042,1
2640324,2013-09-15 13:54,70054,57407,1
2640382,2013-09-15 14:28,70008,19103,1
2640520,2013-09-15 16:29,70073,50272,1
2640656,2013-09-15 18:35,70024,22569,1
2640726,2013-09-15 20:06,70071,13686,1
2640771,2013-09-15 21:26,70054,38530,1
2640796,2013-09-15 21:37,70088,36027,1
2640921,2013-09-15 23:32,70089,38856,1
2641511,2013-09-16 10:03,70086,70124,1
2641513,2013-09-16 10:06,70124,70086,1
2641820,2013-09-16 14:04,70138,41394,1
2641845,2013-09-16 14:10,70133,67978,3
2642564,2013-09-16 23:41,47450,63099,3
2642746,2013-09-17 3:41,70206,69810,1
2643113,2013-09-17 10:12,70219,51583,1
2643181,2013-09-17 10:39,70207,65735,1
2643210,2013-09-17 11:16,70237,57203,1
2643265,2013-09-17 12:04,70238,118,1
2643266,2013-09-17 12:04,70238,35123,1
2643431,2013-09-17 13:58,70207,70206,1
2643432,2013-09-17 13:58,70207,69810,1
2643471,2013-09-17 14:24,36159,49544,1
2643517,2013-09-17 14:48,70258,47585,1
2643649,2013-09-17 16:30,70272,54818,1
2643806,2013-09-17 17:55,70288,4220,3
2643952,2013-09-17 19:12,70266,7969,1
2644066,2013-09-17 20:24,70307,4093,1
2644067,2013-09-17 20:24,70307,222,1
2644095,2013-09-17 20:36,70214,5235,1
2644109,2013-09-17 21:06,70219,11109,1
2644907,2013-09-18 12:16,70356,69810,1
2644980,2013-09-18 13:10,70356,70207,1
2645257,2013-09-18 16:18,70107,40542,1
2645462,2013-09-18 18:05,70345,138,1
2645634,2013-09-18 19:26,70410,26450,1
2645673,2013-09-18 19:35,70410,11609,1
2645712,2013-09-18 20:20,70403,66825,1
2645836,2013-09-18 22:42,70214,5235,3
2646300,2013-09-19 6:40,28348,69898,1
2646330,2013-09-19 7:42,28348,61798,1
2646354,2013-09-19 8:34,28348,2492,1
2646597,2013-09-19 13:12,70401,138,1
2646612,2013-09-19 13:32,60252,69561,1
2646676,2013-09-19 14:04,70490,13004,1
2646880,2013-09-19 16:15,70479,60256,1
2647013,2013-09-19 17:52,70516,11707,1
2647220,2013-09-19 20:36,70526,21748,1
2647329,2013-09-19 21:41,70541,21809,1
2647363,2013-09-19 22:15,41934,12151,3
2647526,2013-09-20 1:05,70556,13166,1
2647527,2013-09-20 1:05,70556,38370,1
2647528,2013-09-20 1:05,70556,31569,1
2647529,2013-09-20 1:05,70556,34238,1
2647927,2013-09-20 8:36,70214,555,1
2647929,2013-09-20 8:40,45050,3559,1
2647930,2013-09-20 8:40,45050,1432,1
2647960,2013-09-20 9:07,70568,67686,1
2648061,2013-09-20 11:04,70558,70397,1
2648062,2013-09-20 11:04,70558,29271,1
2648063,2013-09-20 11:04,70558,49762,1
2648064,2013-09-20 11:04,70558,44643,1
2648065,2013-09-20 11:04,70558,66586,1
2648355,2013-09-20 16:57,70575,63447,1
2648472,2013-09-20 19:06,70600,29719,1
2648561,2013-09-20 20:06,70605,47749,3
2648635,2013-09-20 21:06,70613,66430,1
2648724,2013-09-20 22:07,70619,27773,1
2649091,2013-09-21 5:13,70636,46532,1
2649203,2013-09-21 7:20,70637,12128,1
2649351,2013-09-21 11:52,27773,70619,1
2649564,2013-09-21 16:21,70643,65808,1
2649927,2013-09-21 23:40,70665,58242,1
2650290,2013-09-22 7:51,70665,58242,3
2650517,2013-09-22 13:16,70490,70045,1
2650518,2013-09-22 13:16,70490,41896,1
2650610,2013-09-22 15:42,70699,21282,1
2650642,2013-09-22 16:40,70701,55691,1
2650717,2013-09-22 17:40,70701,55691,3
2650781,2013-09-22 19:03,70703,11009,1
2650782,2013-09-22 19:03,70703,20452,1
2650950,2013-09-22 21:39,70703,49002,1
2651075,2013-09-23 0:01,66036,59137,1
2651162,2013-09-23 1:25,70550,57532,1
2651438,2013-09-23 6:55,70735,539,1
2651467,2013-09-23 7:25,70747,4220,1
2651775,2013-09-23 12:13,70753,70227,1
2652145,2013-09-23 16:00,70801,70553,1
2652389,2013-09-23 17:58,70824,61906,1
2652395,2013-09-23 18:03,70824,66448,1
2652396,2013-09-23 18:04,70824,62695,1
2652417,2013-09-23 18:12,70824,61906,3
2652770,2013-09-23 23:22,70846,70032,1
2652900,2013-09-24 2:05,70849,38856,1
2653488,2013-09-24 11:06,70828,3412,1
2653521,2013-09-24 11:25,70900,70553,1
2653709,2013-09-24 13:31,70870,70153,1
2653712,2013-09-24 13:36,70899,70699,1
2653713,2013-09-24 13:40,70699,70899,1
2653785,2013-09-24 14:18,70899,69114,1
2654035,2013-09-24 17:03,70846,70032,3
2654538,2013-09-25 1:47,70397,70558,1
2654579,2013-09-25 2:20,70973,29781,1
2654580,2013-09-25 2:20,70973,19216,1
2654581,2013-09-25 2:20,70973,10289,1
2654817,2013-09-25 6:14,70968,70106,1
2654818,2013-09-25 6:14,70968,70867,1
2654911,2013-09-25 7:52,70931,70469,1
2654994,2013-09-25 8:28,70985,21658,1
2654996,2013-09-25 8:28,70985,18929,1
2655036,2013-09-25 9:46,70943,15426,1
2655330,2013-09-25 13:26,70981,6067,1
2655439,2013-09-25 14:34,71019,5347,3
2655442,2013-09-25 14:35,71019,5347,1
2655492,2013-09-25 15:06,70969,18058,1
2655688,2013-09-25 16:55,70899,65692,1
2655720,2013-09-25 17:10,71026,18112,1
2655864,2013-09-25 18:53,70848,23128,1
2655912,2013-09-25 19:33,70969,46185,1
2656169,2013-09-25 23:40,71065,52212,1
2656298,2013-09-26 1:32,71036,25946,1
2657010,2013-09-26 12:21,71065,47771,1
2657522,2013-09-26 16:13,71081,16921,1
2657624,2013-09-26 17:25,71126,51699,1
2657777,2013-09-26 19:27,71176,20523,1
2657806,2013-09-26 19:36,71176,48072,1
2657810,2013-09-26 19:38,71149,70899,1
2657844,2013-09-26 20:06,71176,40876,1
2657872,2013-09-26 20:15,71184,18348,1
2657873,2013-09-26 20:15,71184,14516,1
2657930,2013-09-26 20:57,71176,70870,1
2658031,2013-09-26 22:00,71176,63978,1
2658034,2013-09-26 22:02,71176,69820,1
2658209,2013-09-27 0:52,71206,63171,1
2658745,2013-09-27 10:06,70783,25068,1
2658962,2013-09-27 12:46,71234,798,1
2658993,2013-09-27 12:55,71211,3856,1
2659094,2013-09-27 14:20,71187,46185,1
2659101,2013-09-27 14:24,71187,8040,1
2659140,2013-09-27 14:34,71252,25068,1
2659167,2013-09-27 14:41,71248,5056,1
2659197,2013-09-27 14:58,71136,577,1
2659233,2013-09-27 15:22,71265,69820,1
2659268,2013-09-27 15:35,71269,58230,3
2659298,2013-09-27 16:05,71265,5196,1
2659508,2013-09-27 18:50,71282,65866,1
2659653,2013-09-27 19:54,65866,6588,1
2659680,2013-09-27 20:11,71184,49536,1
2659681,2013-09-27 20:11,71184,51490,1
2659756,2013-09-27 21:42,70693,33300,1
2659895,2013-09-28 0:26,71260,51718,1
2660544,2013-09-28 15:00,70973,70553,1
2660799,2013-09-28 19:06,57804,57801,1
2660813,2013-09-28 19:07,71333,14483,3
2660826,2013-09-28 19:14,71169,60256,3
2660975,2013-09-28 20:56,71352,18234,1
2661146,2013-09-28 23:48,71356,71302,1
2661304,2013-09-29 2:41,71356,67204,1
2661465,2013-09-29 5:51,71252,33165,1
2662137,2013-09-29 19:16,71414,15967,1
2662334,2013-09-29 22:26,71426,12262,1
2662351,2013-09-29 22:42,71417,5293,1
2662352,2013-09-29 22:42,71417,3559,1
2662353,2013-09-29 22:42,71417,12641,1
2662354,2013-09-29 22:42,71417,58756,1
2663130,2013-09-30 10:39,71439,68425,1
2663149,2013-09-30 10:48,71455,69323,1
2663370,2013-09-30 14:07,70849,38856,3
2663379,2013-09-30 14:22,71472,1781,1
2663603,2013-09-30 16:48,71446,18433,1
2663653,2013-09-30 17:17,71494,71127,1
2663784,2013-09-30 18:17,71502,71197,1
2663960,2013-09-30 20:47,71446,23005,3
2664232,2013-10-01 1:29,47580,71525,1
2664246,2013-10-01 1:33,71525,70150,1
2664930,2013-10-01 12:55,71489,15075,1
2664931,2013-10-01 12:55,71489,22884,1
2664932,2013-10-01 12:55,71489,30075,1
2664933,2013-10-01 12:55,71489,31366,1
2664934,2013-10-01 12:55,71489,31459,1
2664935,2013-10-01 12:55,71489,48786,1
2665110,2013-10-01 15:17,71585,928,1
2665111,2013-10-01 15:17,71585,17029,1
2665580,2013-10-01 19:32,71252,33165,3
2665646,2013-10-01 20:11,71621,18391,3
2665749,2013-10-01 21:38,71282,65866,3
2665815,2013-10-01 22:36,71614,36152,1
2666442,2013-10-02 8:38,71108,67786,1
2666561,2013-10-02 10:14,71674,1521,1
2666562,2013-10-02 10:14,71674,31513,1
2666731,2013-10-02 12:24,71676,63786,1
2666775,2013-10-02 13:12,71617,11175,1
2666776,2013-10-02 13:12,71617,11691,1
2666865,2013-10-02 14:23,26712,26585,3
2666914,2013-10-02 14:49,71639,31036,1
2667328,2013-10-02 20:26,71701,71448,1
2667836,2013-10-03 4:29,71747,48317,1
2667837,2013-10-03 4:29,71747,13326,1
2667853,2013-10-03 4:57,71771,31,3
2668035,2013-10-03 8:29,71448,71701,1
2668233,2013-10-03 11:51,71705,71601,1
2668373,2013-10-03 13:40,71793,71759,1
2668513,2013-10-03 15:10,71806,4220,3
2668514,2013-10-03 15:12,71806,65866,1
2668798,2013-10-03 17:58,71832,60817,1
2668897,2013-10-03 18:50,71832,21282,1
2668977,2013-10-03 19:47,71832,51208,1
2669791,2013-10-04 8:02,60950,15426,1
2669908,2013-10-04 9:59,71899,33520,1
2669909,2013-10-04 9:59,71899,44226,1
2670190,2013-10-04 14:32,71915,11628,1
2670191,2013-10-04 14:32,71915,39182,1
2670239,2013-10-04 15:09,71810,71832,1
2670486,2013-10-04 19:28,71591,64499,1
2670570,2013-10-04 20:13,71933,54693,1
2670602,2013-10-04 20:44,71935,55147,1
2671063,2013-10-05 5:21,71956,71531,1
2671115,2013-10-05 6:33,71961,71519,1
2671117,2013-10-05 6:36,71918,71919,1
2671669,2013-10-05 16:03,71984,14483,1
2671691,2013-10-05 16:13,71999,14483,3
2672613,2013-10-06 8:50,72024,42999,1
2672614,2013-10-06 8:51,72018,27927,1
2672767,2013-10-06 11:22,71828,18576,1
2673101,2013-10-06 16:58,72065,2691,1
2673102,2013-10-06 16:58,72065,22718,1
2673313,2013-10-06 19:41,1194,17825,1
2673314,2013-10-06 19:41,1194,18896,1
2673607,2013-10-07 1:11,72085,12930,1
2673631,2013-10-07 1:38,72025,71591,1
2674271,2013-10-07 10:47,11109,27297,1
2674282,2013-10-07 11:04,72121,38439,1
2674374,2013-10-07 12:17,72120,7432,1
2674375,2013-10-07 12:17,71898,36015,1
2674449,2013-10-07 12:55,72129,269,1
2674567,2013-10-07 14:07,72137,14483,1
2674568,2013-10-07 14:07,72137,14483,3
2675076,2013-10-07 20:02,71640,72039,1
2675610,2013-10-08 3:10,72179,1807,1
2675615,2013-10-08 3:17,72185,71030,1
2676160,2013-10-08 12:22,72208,1173,1
2676222,2013-10-08 13:32,72225,38201,1
2676384,2013-10-08 15:33,72231,41704,1
2676676,2013-10-08 19:20,71899,15497,1
2676695,2013-10-08 19:47,72268,2691,1
2676765,2013-10-08 21:16,72275,24911,3
2676789,2013-10-08 21:34,72262,55999,1
2677014,2013-10-09 0:52,72288,61332,1
2677015,2013-10-09 0:52,72288,24678,1
2677424,2013-10-09 8:03,72266,59741,1
2677425,2013-10-09 8:03,72266,64201,1
2677532,2013-10-09 9:57,72326,61715,1
2677537,2013-10-09 10:03,72297,26,3
2677672,2013-10-09 12:00,72339,10419,1
2677696,2013-10-09 12:06,72339,10457,1
2677892,2013-10-09 14:04,72354,20463,1
2677893,2013-10-09 14:04,72354,39010,1
2677926,2013-10-09 14:23,72353,72332,1
2678030,2013-10-09 16:36,72360,62677,1
2678057,2013-10-09 17:09,72353,62677,1
2678127,2013-10-09 18:08,2306,3458,1
2678173,2013-10-09 18:43,72375,58107,1
2678655,2013-10-10 1:11,72375,55236,1
2678906,2013-10-10 5:55,72418,2492,1
2678931,2013-10-10 6:24,72418,51718,1
2679068,2013-10-10 9:11,5450,65898,1
2679529,2013-10-10 16:08,72458,72421,1
2679731,2013-10-10 18:59,56695,14088,1
2679747,2013-10-10 19:26,72474,22210,1
2679748,2013-10-10 19:26,72474,8774,1
2679749,2013-10-10 19:26,72474,9365,1
2679917,2013-10-10 21:36,72481,10213,1
2680410,2013-10-11 4:06,71871,16921,1
2680759,2013-10-11 10:23,72450,5450,1
2680761,2013-10-11 10:28,72482,60476,1
2680762,2013-10-11 10:28,72482,19216,1
2680763,2013-10-11 10:28,72482,29781,1
2681021,2013-10-11 13:19,72548,20245,1
2681097,2013-10-11 14:37,72554,9926,1
2681136,2013-10-11 15:18,72557,72553,1
2681383,2013-10-11 18:06,72453,72573,1
2681385,2013-10-11 18:09,72573,72453,1
2681530,2013-10-11 20:02,72581,14140,3
2681533,2013-10-11 20:05,72579,31,3
2681773,2013-10-11 23:26,72560,72370,1
2681786,2013-10-11 23:34,72554,9926,3
2681802,2013-10-12 0:20,72568,66473,1
2681825,2013-10-12 1:03,72573,12002,1
2681826,2013-10-12 1:05,72590,65455,1
2681827,2013-10-12 1:05,72590,43312,1
2681911,2013-10-12 3:04,72560,72370,3
2682118,2013-10-12 8:41,58708,60500,1
2682119,2013-10-12 8:41,58708,60994,1
2682163,2013-10-12 10:04,12002,72573,1
2682410,2013-10-12 14:28,72619,60383,1
2682455,2013-10-12 15:21,72619,60383,3
2682571,2013-10-12 17:08,72623,72617,1
2682650,2013-10-12 18:36,72623,72617,3
2682827,2013-10-12 22:32,72625,41467,1
2684153,2013-10-13 6:36,72646,30281,1
2684154,2013-10-13 6:36,72646,28316,1
2684165,2013-10-13 6:39,72646,4756,1
2684257,2013-10-13 8:12,72648,69889,3
2684480,2013-10-13 11:46,72646,4756,3
2684805,2013-10-13 16:31,72652,31,3
2684839,2013-10-13 16:57,72652,31,1
2685093,2013-10-13 21:02,72686,6966,3
2685996,2013-10-14 13:11,72266,21152,1
2685997,2013-10-14 13:11,72266,32125,1
2686197,2013-10-14 15:36,72739,56538,1
2686323,2013-10-14 17:39,72741,15463,1
2686462,2013-10-14 19:18,70221,31755,1
2686531,2013-10-14 20:15,72697,72570,1
2686597,2013-10-14 20:55,72678,71164,1
2686637,2013-10-14 21:21,72764,57847,1
2686970,2013-10-15 1:51,72786,8755,1
2687127,2013-10-15 4:57,72793,72262,1
2687139,2013-10-15 5:06,72790,5747,1
2687151,2013-10-15 5:21,72775,3734,1
2687343,2013-10-15 8:37,72799,4612,1
2687471,2013-10-15 11:20,60235,38001,1
2687476,2013-10-15 11:26,66129,72824,1
2687769,2013-10-15 14:56,72853,13314,1
2687833,2013-10-15 15:43,72858,67571,3
2687970,2013-10-15 17:05,72869,9751,1
2688156,2013-10-15 19:15,71090,71184,1
2688198,2013-10-15 19:41,72872,67903,1
2688231,2013-10-15 20:16,72878,51607,1
2688272,2013-10-15 20:55,72891,28992,1
2688410,2013-10-15 22:45,64991,64597,1
2688556,2013-10-16 1:39,72913,33059,1
2688557,2013-10-16 1:39,72913,20452,1
2688630,2013-10-16 2:48,72911,3463,1
2688634,2013-10-16 2:55,72911,26842,1
2689175,2013-10-16 14:03,72717,64163,1
2689392,2013-10-16 16:36,72970,866,1
2689528,2013-10-16 18:09,72978,36152,1
2689547,2013-10-16 18:22,72975,72669,1
2690006,2013-10-16 23:32,73007,38530,1
2690062,2013-10-17 0:24,72809,8689,1
2690392,2013-10-17 6:08,72905,72626,1
2690446,2013-10-17 7:08,72482,29781,3
2690498,2013-10-17 8:09,72467,72418,1
2690913,2013-10-17 15:01,73067,51718,1
2690914,2013-10-17 15:01,73067,71260,1
2691231,2013-10-17 20:13,73077,43677,3
2691326,2013-10-17 21:52,72626,67512,1
2691327,2013-10-17 21:52,72626,47178,1
2691736,2013-10-18 4:32,70262,64261,1
2692059,2013-10-18 10:11,73133,43216,1
2692157,2013-10-18 11:06,73139,17066,1
2692268,2013-10-18 12:11,73132,52631,1
2692583,2013-10-18 16:36,73162,58079,1
2692665,2013-10-18 17:56,73167,27773,1
2692729,2013-10-18 18:42,72809,63386,1
2692734,2013-10-18 18:48,70307,4093,3
2692764,2013-10-18 19:00,72809,70153,1
2692847,2013-10-18 19:41,46889,72418,1
2692871,2013-10-18 20:04,73182,18438,1
2692913,2013-10-18 20:37,73179,20836,1
2692951,2013-10-18 20:57,23142,726,1
2692952,2013-10-18 20:57,23142,46856,1
2693041,2013-10-18 21:56,73157,72857,1
2693329,2013-10-19 2:53,73208,31366,1
2693539,2013-10-19 7:25,73188,22501,1
2693540,2013-10-19 7:25,73188,30717,1
2693541,2013-10-19 7:25,73188,36152,1
2693550,2013-10-19 7:49,73209,59784,1
2693552,2013-10-19 7:52,73212,42946,1
2693598,2013-10-19 8:50,72575,70899,1
2693791,2013-10-19 13:47,73217,35316,1
2693879,2013-10-19 15:25,73043,20523,1
2694091,2013-10-19 18:43,73043,20523,3
2694528,2013-10-20 2:16,62269,67907,1
2694541,2013-10-20 2:23,72118,23666,1
2695714,2013-10-20 20:19,73313,65212,1
2695874,2013-10-20 22:00,73320,18234,1
2695910,2013-10-20 22:27,73301,4023,1
2695911,2013-10-20 22:27,73301,4569,1
2696003,2013-10-20 23:41,72857,73157,1
2696200,2013-10-21 3:45,72118,29271,1
2696233,2013-10-21 4:45,72575,58709,1
2696234,2013-10-21 4:45,72575,33888,1
2696591,2013-10-21 12:16,73349,30159,1
2696707,2013-10-21 13:44,73342,3614,3
2696710,2013-10-21 13:50,73281,6,1
2697045,2013-10-21 17:58,73390,32318,1
2697103,2013-10-21 18:37,73390,32318,3
2697424,2013-10-21 23:30,73416,52609,3
2697454,2013-10-22 0:01,73412,73421,3
2697524,2013-10-22 1:51,73425,23142,1
2697747,2013-10-22 6:35,73432,55316,1
2698029,2013-10-22 10:41,73432,55316,3
2698171,2013-10-22 12:55,73466,68834,1
2698284,2013-10-22 14:46,73455,4612,1
2698285,2013-10-22 14:46,73455,46164,1
2698322,2013-10-22 15:09,73355,2134,1
2698323,2013-10-22 15:09,73355,10141,1
2698406,2013-10-22 16:12,73477,56322,1
2698452,2013-10-22 16:49,73490,20520,1
2698665,2013-10-22 20:34,69889,73231,1
2698930,2013-10-23 1:25,73478,57203,1
2698931,2013-10-23 1:25,73478,55487,1
2699059,2013-10-23 3:04,73537,28029,1
2699267,2013-10-23 8:08,72818,7225,1
2699373,2013-10-23 9:39,66129,11109,1
2699376,2013-10-23 9:44,72824,11109,1
2699440,2013-10-23 10:49,73562,69130,1
2699441,2013-10-23 10:49,73562,70653,1
2699512,2013-10-23 12:04,69130,73562,1
2699636,2013-10-23 14:02,73546,56350,3
2699772,2013-10-23 15:21,57359,12029,1
2700080,2013-10-23 18:01,73601,41438,1
2700104,2013-10-23 18:15,73601,220,1
2700116,2013-10-23 18:19,73601,28618,1
2700587,2013-10-24 0:43,73629,5885,1
2700666,2013-10-24 2:08,73646,33327,1
2700788,2013-10-24 4:24,72573,73654,1
2700791,2013-10-24 4:33,73654,12002,1
2700792,2013-10-24 4:33,73654,72573,1
2701235,2013-10-24 12:15,73664,73320,1
2701802,2013-10-24 20:28,73708,73575,1
2701805,2013-10-24 20:28,73575,73708,1
2701920,2013-10-24 21:34,73721,73712,1
2701937,2013-10-24 21:38,73723,16608,1
2702121,2013-10-25 1:40,73733,59047,1
2702304,2013-10-25 6:44,73637,62916,1
2702712,2013-10-25 12:50,73757,20836,1
2702713,2013-10-25 12:50,73757,17565,1
2702723,2013-10-25 13:00,73708,14226,1
2702872,2013-10-25 14:19,73637,62916,3
2702900,2013-10-25 14:32,73722,10795,1
2703033,2013-10-25 16:27,73724,49521,1
2703098,2013-10-25 17:14,73764,14226,1
2703125,2013-10-25 17:40,73778,50,1
2703126,2013-10-25 17:42,73788,3730,1
2703137,2013-10-25 17:54,73785,18215,1
2703402,2013-10-25 22:53,73776,20720,3
2703585,2013-10-26 3:42,73798,38700,1
2704018,2013-10-26 13:24,73825,73829,1
2704048,2013-10-26 13:40,73830,22528,1
2704187,2013-10-26 15:36,73818,71525,1
2704332,2013-10-26 18:25,73818,30261,1
2704908,2013-10-27 6:12,73861,14500,1
2705034,2013-10-27 7:56,73861,70899,1
